投资方所在城市,融资方所在城市,投资企业对数,lng_tz,lat_tz,lng_rz,lat_rz
海口,杭州,3,110.425851879,19.8310955934,119.484701009,29.9049798065
金华,杭州,165,119.954268808,29.1164535388,119.484701009,29.9049798065
中山,杭州,3,113.389491138,22.5221140275,119.484701009,29.9049798065
台州,杭州,88,121.089649417,28.7920082915,119.484701009,29.9049798065
舟山,杭州,99,122.13917249,30.0553941995,119.484701009,29.9049798065
九江,杭州,6,115.437787326,29.3279801382,119.484701009,29.9049798065
潍坊,杭州,4,119.075691601,36.536594451,119.484701009,29.9049798065
四平,杭州,79,124.473024459,43.5691446169,119.484701009,29.9049798065
兰州,杭州,5,103.638543494,36.3489055767,119.484701009,29.9049798065
芜湖,杭州,5,118.326617536,31.0667366723,119.484701009,29.9049798065
上饶,杭州,4,117.9497646,28.7600838811,119.484701009,29.9049798065
通化,杭州,29,125.948225432,41.9508001253,119.484701009,29.9049798065
常德,杭州,3,111.523850854,29.2974406323,119.484701009,29.9049798065
衢州,杭州,12,118.677516799,28.9340789716,119.484701009,29.9049798065
丽水,杭州,10,119.510527575,28.1982961548,119.484701009,29.9049798065
北京,嘉兴,1767,116.409349256,40.1841180253,120.753919978,30.654868568
上海,嘉兴,1743,121.404084553,31.0844617511,120.753919978,30.654868568
深圳,嘉兴,785,113.981097454,22.6612174267,120.753919978,30.654868568
广州,嘉兴,41,113.535309762,23.3572458759,120.753919978,30.654868568
天津,嘉兴,205,117.332394543,39.3085542563,120.753919978,30.654868568
杭州,嘉兴,816,119.484701009,29.9049798065,120.753919978,30.654868568
苏州,嘉兴,60,120.64180324,31.3759706021,120.753919978,30.654868568
宁波,嘉兴,83,121.462283516,29.7195882339,120.753919978,30.654868568
拉萨,嘉兴,132,91.1028799309,30.0334521208,120.753919978,30.654868568
南京,嘉兴,12,118.842463658,31.9287592963,120.753919978,30.654868568
东莞,嘉兴,7,113.877717876,22.9852478082,120.753919978,30.654868568
成都,嘉兴,15,103.501067544,30.5086877776,120.753919978,30.654868568
福州,嘉兴,18,119.156889973,26.0641963059,120.753919978,30.654868568
重庆,嘉兴,53,107.864385258,30.0553736852,120.753919978,30.654868568
厦门,嘉兴,6,118.110687591,24.6830448658,120.753919978,30.654868568
武汉,嘉兴,15,114.338092289,30.6256542221,120.753919978,30.654868568
郑州,嘉兴,9,113.471850802,34.6263627848,120.753919978,30.654868568
珠海,嘉兴,18,113.251442783,22.1619886251,120.753919978,30.654868568
青岛,嘉兴,11,120.143935648,36.456032729,120.753919978,30.654868568
西安,嘉兴,38,108.789503511,34.1107819802,120.753919978,30.654868568
长沙,嘉兴,9,113.152959363,28.2295131059,120.753919978,30.654868568
合肥,嘉兴,9,117.286266302,31.9771580754,120.753919978,30.654868568
大连,嘉兴,53,122.219575666,39.6124317573,120.753919978,30.654868568
绍兴,嘉兴,22,120.628874142,29.7126723592,120.753919978,30.654868568
温州,嘉兴,9,120.010122334,27.6625993395,120.753919978,30.654868568
佛山,嘉兴,4,112.94508169,23.0127749858,120.753919978,30.654868568
常州,嘉兴,8,119.679057019,31.6925543935,120.753919978,30.654868568
乌鲁木齐,嘉兴,14,87.8094631006,43.5313046469,120.753919978,30.654868568
湖州,嘉兴,17,119.871227322,30.74619674,120.753919978,30.654868568
南昌,嘉兴,36,116.024443256,28.6633621609,120.753919978,30.654868568
哈尔滨,嘉兴,8,127.962992428,45.6369913133,120.753919978,30.654868568
新余,嘉兴,7,114.851202951,27.8472307759,120.753919978,30.654868568
金华,嘉兴,11,119.954268808,29.1164535388,120.753919978,30.654868568
廊坊,嘉兴,42,116.535844506,39.1117554763,120.753919978,30.654868568
舟山,嘉兴,4,122.13917249,30.0553941995,120.753919978,30.654868568
贵阳,嘉兴,9,106.707306335,26.8429934259,120.753919978,30.654868568
保定,嘉兴,5,115.168613586,39.0222939691,120.753919978,30.654868568
宜春,嘉兴,4,115.061146398,28.5700976185,120.753919978,30.654868568
芜湖,嘉兴,3,118.326617536,31.0667366723,120.753919978,30.654868568
鄂尔多斯,嘉兴,4,108.618593771,39.4092533576,120.753919978,30.654868568
西宁,嘉兴,5,101.451113542,36.8142937624,120.753919978,30.654868568
萍乡,嘉兴,6,113.900285648,27.5155162634,120.753919978,30.654868568
徐州,嘉兴,18,117.480705662,34.2587766939,120.753919978,30.654868568
秦皇岛,嘉兴,4,119.183889469,40.0884882838,120.753919978,30.654868568
济宁,嘉兴,4,116.67539172,35.3785473334,120.753919978,30.654868568
赣州,嘉兴,5,115.270276386,25.7067696556,120.753919978,30.654868568
吉林,嘉兴,4,126.841290435,43.5774601864,120.753919978,30.654868568
北京,武汉,1406,116.409349256,40.1841180253,114.338092289,30.6256542221
上海,武汉,776,121.404084553,31.0844617511,114.338092289,30.6256542221
深圳,武汉,789,113.981097454,22.6612174267,114.338092289,30.6256542221
广州,武汉,151,113.535309762,23.3572458759,114.338092289,30.6256542221
天津,武汉,51,117.332394543,39.3085542563,114.338092289,30.6256542221
杭州,武汉,93,119.484701009,29.9049798065,114.338092289,30.6256542221
苏州,武汉,40,120.64180324,31.3759706021,114.338092289,30.6256542221
宁波,武汉,44,121.462283516,29.7195882339,114.338092289,30.6256542221
拉萨,武汉,8,91.1028799309,30.0334521208,114.338092289,30.6256542221
南京,武汉,37,118.842463658,31.9287592963,114.338092289,30.6256542221
东莞,武汉,4,113.877717876,22.9852478082,114.338092289,30.6256542221
成都,武汉,35,103.501067544,30.5086877776,114.338092289,30.6256542221
福州,武汉,25,119.156889973,26.0641963059,114.338092289,30.6256542221
无锡,武汉,4,120.351629529,31.6615440474,114.338092289,30.6256542221
重庆,武汉,22,107.864385258,30.0553736852,114.338092289,30.6256542221
嘉兴,武汉,8,120.753919978,30.654868568,114.338092289,30.6256542221
厦门,武汉,16,118.110687591,24.6830448658,114.338092289,30.6256542221
郑州,武汉,7,113.471850802,34.6263627848,114.338092289,30.6256542221
珠海,武汉,25,113.251442783,22.1619886251,114.338092289,30.6256542221
青岛,武汉,4,120.143935648,36.456032729,114.338092289,30.6256542221
西安,武汉,12,108.789503511,34.1107819802,114.338092289,30.6256542221
长沙,武汉,48,113.152959363,28.2295131059,114.338092289,30.6256542221
南通,武汉,4,120.996756876,32.1893721211,114.338092289,30.6256542221
佛山,武汉,6,112.94508169,23.0127749858,114.338092289,30.6256542221
常州,武汉,7,119.679057019,31.6925543935,114.338092289,30.6256542221
乌鲁木齐,武汉,4,87.8094631006,43.5313046469,114.338092289,30.6256542221
南昌,武汉,17,116.024443256,28.6633621609,114.338092289,30.6256542221
新余,武汉,4,114.851202951,27.8472307759,114.338092289,30.6256542221
沈阳,武汉,4,123.136692183,42.093659482,114.338092289,30.6256542221
南宁,武汉,4,108.464015667,23.0584134307,114.338092289,30.6256542221
昆明,武汉,13,102.875102299,25.3852977816,114.338092289,30.6256542221
鹰潭,武汉,4,117.10685019,28.2253820103,114.338092289,30.6256542221
芜湖,武汉,3,118.326617536,31.0667366723,114.338092289,30.6256542221
孝感,武汉,14,113.879115408,31.1191958665,114.338092289,30.6256542221
咸宁,武汉,29,114.174914704,29.6259158262,114.338092289,30.6256542221
荆门,武汉,24,112.609230363,31.0710770674,114.338092289,30.6256542221
襄阳,武汉,24,111.93766036,31.9344507749,114.338092289,30.6256542221
十堰,武汉,16,110.44027763,32.4581748245,114.338092289,30.6256542221
宜昌,武汉,12,111.136025443,30.7482684559,114.338092289,30.6256542221
秦皇岛,武汉,7,119.183889469,40.0884882838,114.338092289,30.6256542221
蚌埠,武汉,5,117.327663746,33.1119871271,114.338092289,30.6256542221
黄石,武汉,12,115.022554449,29.9281364887,114.338092289,30.6256542221
黄冈,武汉,11,115.34896726,30.7182656835,114.338092289,30.6256542221
荆州,武汉,10,112.655927602,29.8484798317,114.338092289,30.6256542221
鄂州,武汉,6,114.805508857,30.44902039,114.338092289,30.6256542221
北京,苏州,1303,116.409349256,40.1841180253,120.64180324,31.3759706021
上海,苏州,2804,121.404084553,31.0844617511,120.64180324,31.3759706021
深圳,苏州,563,113.981097454,22.6612174267,120.64180324,31.3759706021
广州,苏州,52,113.535309762,23.3572458759,120.64180324,31.3759706021
天津,苏州,106,117.332394543,39.3085542563,120.64180324,31.3759706021
杭州,苏州,187,119.484701009,29.9049798065,120.64180324,31.3759706021
宁波,苏州,75,121.462283516,29.7195882339,120.64180324,31.3759706021
拉萨,苏州,70,91.1028799309,30.0334521208,120.64180324,31.3759706021
南京,苏州,406,118.842463658,31.9287592963,120.64180324,31.3759706021
东莞,苏州,38,113.877717876,22.9852478082,120.64180324,31.3759706021
成都,苏州,10,103.501067544,30.5086877776,120.64180324,31.3759706021
福州,苏州,5,119.156889973,26.0641963059,120.64180324,31.3759706021
无锡,苏州,129,120.351629529,31.6615440474,120.64180324,31.3759706021
重庆,苏州,21,107.864385258,30.0553736852,120.64180324,31.3759706021
嘉兴,苏州,35,120.753919978,30.654868568,120.64180324,31.3759706021
厦门,苏州,5,118.110687591,24.6830448658,120.64180324,31.3759706021
武汉,苏州,11,114.338092289,30.6256542221,120.64180324,31.3759706021
郑州,苏州,10,113.471850802,34.6263627848,120.64180324,31.3759706021
珠海,苏州,4,113.251442783,22.1619886251,120.64180324,31.3759706021
济南,苏州,29,117.08325858,36.7325316169,120.64180324,31.3759706021
青岛,苏州,9,120.143935648,36.456032729,120.64180324,31.3759706021
西安,苏州,19,108.789503511,34.1107819802,120.64180324,31.3759706021
合肥,苏州,13,117.286266302,31.9771580754,120.64180324,31.3759706021
大连,苏州,8,122.219575666,39.6124317573,120.64180324,31.3759706021
南通,苏州,28,120.996756876,32.1893721211,120.64180324,31.3759706021
温州,苏州,8,120.010122334,27.6625993395,120.64180324,31.3759706021
佛山,苏州,19,112.94508169,23.0127749858,120.64180324,31.3759706021
常州,苏州,50,119.679057019,31.6925543935,120.64180324,31.3759706021
新余,苏州,8,114.851202951,27.8472307759,120.64180324,31.3759706021
金华,苏州,4,119.954268808,29.1164535388,120.64180324,31.3759706021
台州,苏州,8,121.089649417,28.7920082915,120.64180324,31.3759706021
镇江,苏州,3,119.481985492,32.0667749698,120.64180324,31.3759706021
烟台,苏州,4,120.805459739,37.2364773878,120.64180324,31.3759706021
宜春,苏州,4,115.061146398,28.5700976185,120.64180324,31.3759706021
芜湖,苏州,5,118.326617536,31.0667366723,120.64180324,31.3759706021
盐城,苏州,4,120.175286224,33.5153555609,120.64180324,31.3759706021
淄博,苏州,3,118.010500338,36.5914699701,120.64180324,31.3759706021
淮安,苏州,10,118.961844937,33.3561516982,120.64180324,31.3759706021
中卫,苏州,3,105.706395331,36.5693450516,120.64180324,31.3759706021
北京,南京,1274,116.409349256,40.1841180253,118.842463658,31.9287592963
上海,南京,1358,121.404084553,31.0844617511,118.842463658,31.9287592963
深圳,南京,464,113.981097454,22.6612174267,118.842463658,31.9287592963
广州,南京,52,113.535309762,23.3572458759,118.842463658,31.9287592963
天津,南京,23,117.332394543,39.3085542563,118.842463658,31.9287592963
杭州,南京,137,119.484701009,29.9049798065,118.842463658,31.9287592963
苏州,南京,177,120.64180324,31.3759706021,118.842463658,31.9287592963
宁波,南京,27,121.462283516,29.7195882339,118.842463658,31.9287592963
拉萨,南京,49,91.1028799309,30.0334521208,118.842463658,31.9287592963
东莞,南京,3,113.877717876,22.9852478082,118.842463658,31.9287592963
成都,南京,22,103.501067544,30.5086877776,118.842463658,31.9287592963
无锡,南京,107,120.351629529,31.6615440474,118.842463658,31.9287592963
重庆,南京,11,107.864385258,30.0553736852,118.842463658,31.9287592963
嘉兴,南京,22,120.753919978,30.654868568,118.842463658,31.9287592963
武汉,南京,12,114.338092289,30.6256542221,118.842463658,31.9287592963
珠海,南京,4,113.251442783,22.1619886251,118.842463658,31.9287592963
济南,南京,4,117.08325858,36.7325316169,118.842463658,31.9287592963
西安,南京,6,108.789503511,34.1107819802,118.842463658,31.9287592963
长沙,南京,4,113.152959363,28.2295131059,118.842463658,31.9287592963
合肥,南京,7,117.286266302,31.9771580754,118.842463658,31.9287592963
大连,南京,8,122.219575666,39.6124317573,118.842463658,31.9287592963
南通,南京,40,120.996756876,32.1893721211,118.842463658,31.9287592963
常州,南京,49,119.679057019,31.6925543935,118.842463658,31.9287592963
湖州,南京,3,119.871227322,30.74619674,118.842463658,31.9287592963
新余,南京,4,114.851202951,27.8472307759,118.842463658,31.9287592963
金华,南京,4,119.954268808,29.1164535388,118.842463658,31.9287592963
镇江,南京,49,119.481985492,32.0667749698,118.842463658,31.9287592963
泰州,南京,7,120.05755184,32.295852384,118.842463658,31.9287592963
盐城,南京,12,120.175286224,33.5153555609,118.842463658,31.9287592963
扬州,南京,29,119.471409838,32.7375896346,118.842463658,31.9287592963
马鞍山,南京,14,118.613763467,31.5323778572,118.842463658,31.9287592963
徐州,南京,11,117.480705662,34.2587766939,118.842463658,31.9287592963
淮安,南京,18,118.961844937,33.3561516982,118.842463658,31.9287592963
营口,南京,5,122.487313407,40.3597557385,118.842463658,31.9287592963
宿迁,南京,11,118.518044118,33.7845818342,118.842463658,31.9287592963
北京,广州,1261,116.409349256,40.1841180253,113.535309762,23.3572458759
上海,广州,806,121.404084553,31.0844617511,113.535309762,23.3572458759
深圳,广州,2114,113.981097454,22.6612174267,113.535309762,23.3572458759
天津,广州,59,117.332394543,39.3085542563,113.535309762,23.3572458759
杭州,广州,135,119.484701009,29.9049798065,113.535309762,23.3572458759
苏州,广州,16,120.64180324,31.3759706021,113.535309762,23.3572458759
宁波,广州,33,121.462283516,29.7195882339,113.535309762,23.3572458759
拉萨,广州,36,91.1028799309,30.0334521208,113.535309762,23.3572458759
南京,广州,9,118.842463658,31.9287592963,113.535309762,23.3572458759
东莞,广州,156,113.877717876,22.9852478082,113.535309762,23.3572458759
成都,广州,51,103.501067544,30.5086877776,113.535309762,23.3572458759
福州,广州,4,119.156889973,26.0641963059,113.535309762,23.3572458759
重庆,广州,13,107.864385258,30.0553736852,113.535309762,23.3572458759
嘉兴,广州,9,120.753919978,30.654868568,113.535309762,23.3572458759
厦门,广州,26,118.110687591,24.6830448658,113.535309762,23.3572458759
武汉,广州,20,114.338092289,30.6256542221,113.535309762,23.3572458759
郑州,广州,5,113.471850802,34.6263627848,113.535309762,23.3572458759
珠海,广州,353,113.251442783,22.1619886251,113.535309762,23.3572458759
青岛,广州,5,120.143935648,36.456032729,113.535309762,23.3572458759
西安,广州,4,108.789503511,34.1107819802,113.535309762,23.3572458759
长沙,广州,26,113.152959363,28.2295131059,113.535309762,23.3572458759
大连,广州,5,122.219575666,39.6124317573,113.535309762,23.3572458759
佛山,广州,262,112.94508169,23.0127749858,113.535309762,23.3572458759
乌鲁木齐,广州,5,87.8094631006,43.5313046469,113.535309762,23.3572458759
南昌,广州,11,116.024443256,28.6633621609,113.535309762,23.3572458759
新余,广州,41,114.851202951,27.8472307759,113.535309762,23.3572458759
泉州,广州,4,118.255654583,25.211170451,113.535309762,23.3572458759
海口,广州,4,110.425851879,19.8310955934,113.535309762,23.3572458759
南宁,广州,7,108.464015667,23.0584134307,113.535309762,23.3572458759
昆明,广州,3,102.875102299,25.3852977816,113.535309762,23.3572458759
中山,广州,56,113.389491138,22.5221140275,113.535309762,23.3572458759
汕头,广州,17,116.555530272,23.330681385,113.535309762,23.3572458759
九江,广州,11,115.437787326,29.3279801382,113.535309762,23.3572458759
抚州,广州,3,116.433348614,27.5092972994,113.535309762,23.3572458759
泰州,广州,3,120.05755184,32.295852384,113.535309762,23.3572458759
宜春,广州,18,115.061146398,28.5700976185,113.535309762,23.3572458759
鹰潭,广州,62,117.10685019,28.2253820103,113.535309762,23.3572458759
吉安,广州,5,114.822849138,26.9730002281,113.535309762,23.3572458759
揭阳,广州,4,116.116729307,23.3375364966,113.535309762,23.3572458759
江门,广州,11,112.667787985,22.2980836353,113.535309762,23.3572458759
清远,广州,10,112.875910188,24.3114647761,113.535309762,23.3572458759
韶关,广州,8,113.772863358,24.8175018307,113.535309762,23.3572458759
潮州,广州,7,116.768450527,23.7984986229,113.535309762,23.3572458759
北京,青岛,1153,116.409349256,40.1841180253,120.143935648,36.456032729
上海,青岛,540,121.404084553,31.0844617511,120.143935648,36.456032729
深圳,青岛,231,113.981097454,22.6612174267,120.143935648,36.456032729
广州,青岛,35,113.535309762,23.3572458759,120.143935648,36.456032729
天津,青岛,50,117.332394543,39.3085542563,120.143935648,36.456032729
杭州,青岛,42,119.484701009,29.9049798065,120.143935648,36.456032729
苏州,青岛,16,120.64180324,31.3759706021,120.143935648,36.456032729
宁波,青岛,19,121.462283516,29.7195882339,120.143935648,36.456032729
